Arquivo,Topo,Reg,Terra,Falta,Barra,I_falta,V2_V1,THD
MRT_SR_sem_terra__A_818_2_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,818,8.601874377621407,100.0,54.93120477566843
MRT_SR_sem_terra__A_818_2_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,820,5.650801930595927,100.0,79.11662233408407
MRT_SR_sem_terra__A_818_2_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,822,2.8398330397777074,100.0,159.9494648670371
MRT_SR_sem_terra__A_818_2_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,T2F,8.590582221957627,100.0,54.92520271102401
MRT_SR_sem_terra__A_820_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,800,6.99150819304016,262780.9920811817,52.236148149082695
MRT_SR_sem_terra__A_820_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,818,8.590939684619403,100.0,53.99508356097744
MRT_SR_sem_terra__A_820_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,820,4.886485334975101,100.0,54.97190322016687
MRT_SR_sem_terra__A_820_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,822,2.839425294374494,100.0,58.98221382520232
MRT_SR_sem_terra__A_820_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,T2F,8.579064413674608,100.0,53.96414766558028
MRT_SR_sem_terra__A_822_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,800,6.977218736076204,262902.1007745256,52.35010696941265
MRT_SR_sem_terra__A_822_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,818,8.58095668893469,100.0,54.13591100173927
MRT_SR_sem_terra__A_822_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,820,4.876054638403217,100.0,55.11348427349515
MRT_SR_sem_terra__A_822_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,822,5.241917340500832,100.0,54.966800061123045
MRT_SR_sem_terra__A_822_-_Falta_A_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,T2F,8.56897957652429,100.0,54.10211169903659
MRT_SR_sem_terra__Sem_Falta_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,800,8.80530636752915,39481.85089354783,326.2061431224963
MRT_SR_sem_terra__Sem_Falta_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,818,11.528175860574464,100.0,325.3690396553369
MRT_SR_sem_terra__Sem_Falta_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,820,8.097616779946417,100.0,325.2233418663585
MRT_SR_sem_terra__Sem_Falta_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,822,4.145443037537196,100.0,325.18593110445465
MRT_SR_sem_terra__Sem_Falta_py,MRN,sem_regulador,sem_aterramento,pleno_funcionamento,T2F,11.506168910695886,100.0,325.370064677172
MRT_SR__A_818_1_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,800,183.82944336637706,3529.484263974345,50.03931149642622
MRT_SR__A_818_1_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,818,184.13784358422484,100.0,50.05512620230683
MRT_SR__A_818_1_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,820,12.142996654549158,100.0,50.06390915187184
MRT_SR__A_818_1_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,822,6.081422375932804,100.0,50.06515388780183
MRT_SR__A_818_1_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,T2F,184.13744354267058,100.0,50.05486259847554
MRT_SR__A_818_2_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,800,207.31037750963122,3129.214254812352,50.039051022384925
MRT_SR__A_818_2_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,818,207.57872182966912,100.0,50.05496057691873
MRT_SR__A_818_2_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,820,11.992644043698647,100.0,50.06345232880245
MRT_SR__A_818_2_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,822,6.006287901072995,100.0,50.070871591739575
MRT_SR__A_818_2_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,T2F,207.57867249267863,100.0,50.054677199122956
MRT_SR__A_820_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,800,183.82944336637726,3529.4842639743442,50.039311496426244
MRT_SR__A_820_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,818,184.13784358422507,100.0,50.05512620230683
MRT_SR__A_820_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,820,182.307071017194,100.0,50.06390915187184
MRT_SR__A_820_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,822,6.081422375932806,100.0,50.06515388780184
MRT_SR__A_820_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,T2F,184.13744354267072,100.0,50.05486259847552
MRT_SR__A_822_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,800,178.29939968506804,3639.4595770631463,50.03928363340878
MRT_SR__A_822_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,818,178.6173814742021,100.0,50.054631022687865
MRT_SR__A_822_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,820,176.76051462767754,100.0,50.06296832349104
MRT_SR__A_822_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,822,172.08952008071742,100.0,50.06466093221134
MRT_SR__A_822_-_Falta_A_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,T2F,178.6168978351881,100.0,50.0543789655012
MRT_SR__Sem_Falta_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,800,12.651193484537336,39741.39394032224,50.037979444173885
MRT_SR__Sem_Falta_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,818,13.185391788142812,100.0,50.03797859161395
MRT_SR__Sem_Falta_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,820,10.542195987200788,100.0,50.03797867437578
MRT_SR__Sem_Falta_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,822,5.285816741586839,100.0,50.037980112071914
MRT_SR__Sem_Falta_py,MRN,sem_regulador,com_aterramento,pleno_funcionamento,T2F,13.182464300897328,100.0,50.03797859123882
MRT__A_818_1_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,800,190.03420717541533,3257.5702342804943,50.03938609979208
MRT__A_818_1_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,818,176.0657728208056,100.0,50.05817813633967
MRT__A_818_1_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,820,11.95724263372903,100.0,50.06781381169381
MRT__A_818_1_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,822,5.988258692284858,100.0,50.06916777312629
MRT__A_818_1_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,T2F,176.06539573351748,100.0,50.05788735735626
MRT__A_818_2_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,800,212.3775772702921,2913.9726676998034,50.03912298738322
MRT__A_818_2_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,818,196.70261162855266,100.0,50.05837290981887
MRT__A_818_2_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,820,11.83397466522961,100.0,50.06700166846637
MRT__A_818_2_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,822,5.926619040802101,100.0,50.080876104833884
MRT__A_818_2_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,T2F,196.70256883187022,100.0,50.0580530419938
MRT__A_820_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,800,190.03420717541525,3257.5702342804952,50.03938609979207
MRT__A_820_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,818,176.0657728208055,100.0,50.058178136339684
MRT__A_820_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,820,174.2487398405692,100.0,50.06781381169381
MRT__A_820_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,822,5.988258692284858,100.0,50.0691677731263
MRT__A_820_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,T2F,176.0653957335174,100.0,50.057887357356265
MRT__A_822_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,800,184.7151564031336,3352.0511300580224,50.03935849872116
MRT__A_822_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,818,171.15309786007674,100.0,50.057554990243034
MRT__A_822_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,820,169.30935541044187,100.0,50.06666692491446
MRT__A_822_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,822,164.69853779135246,100.0,50.068507190612074
MRT__A_822_-_Falta_A_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,T2F,171.1526405411222,100.0,50.057278135275496
MRT__Sem_Falta_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,800,13.528299417603986,36304.777957371676,50.03797938189501
MRT__Sem_Falta_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,818,12.990267280718012,100.0,50.03797822505104
MRT__Sem_Falta_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,820,10.279572980410515,100.0,50.03797822676944
MRT__Sem_Falta_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,822,5.154617716691242,100.0,50.03797947300062
MRT__Sem_Falta_py,MRN,com_regulador,com_aterramento,pleno_funcionamento,T2F,12.987271640079678,100.0,50.03797822770708
Qualificacao_sem_terra__R_818_1_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,800,103.30067589942452,23226.025232811575,50.0377578723024
Qualificacao_sem_terra__R_818_1_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,818,168.3863562629262,1426.815686978001,50.02812185685037
Qualificacao_sem_terra__R_818_1_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,820,8.176604593242626,1644.5442161199335,50.02825883088834
Qualificacao_sem_terra__R_818_1_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,822,8.172477361305685,1680.4449790636743,50.028279177356815
Qualificacao_sem_terra__R_818_1_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,T2F1,170.03762194919204,10828.581613949747,50.02813235181392
Qualificacao_sem_terra__R_818_1_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,T2F,97.34740730056714,5042.092300659973,50.03205193835928
Qualificacao_sem_terra__R_818_1_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,800,103.40059094748146,4676.704865130714,50.03747695387823
Qualificacao_sem_terra__R_818_1_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,818,153.0316521165312,523.5149696004806,50.0281904199906
Qualificacao_sem_terra__R_818_1_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,820,9.155854159100942,519.7417431225001,50.02832662508197
Qualificacao_sem_terra__R_818_1_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,822,9.148895340519884,519.0346257036225,50.028346857673036
Qualificacao_sem_terra__R_818_1_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,T2F1,154.7429568935798,537.490433963346,50.028200377692514
Qualificacao_sem_terra__R_818_1_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,T2F,97.45164863849931,1266.715896772963,50.03150990516389
Qualificacao_sem_terra__R_818_1_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,800,90.2696086917103,5602.545308572291,50.03773438780551
Qualificacao_sem_terra__R_818_1_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,818,137.71196373439338,459.1705570170772,50.034170989018776
Qualificacao_sem_terra__R_818_1_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,820,9.482493968694634,445.7286706979226,50.034240728976364
Qualificacao_sem_terra__R_818_1_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,822,9.475320594306469,443.7502762707346,50.03425105537104
Qualificacao_sem_terra__R_818_1_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,T2F1,139.3583266604256,525.7559915748665,50.03418425879615
Qualificacao_sem_terra__R_818_1_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,T2F,87.07071207433799,984.8179058590887,50.03685388757071
Qualificacao_sem_terra__R_818_1_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,800,89.98522738532554,5774.8470269822255,50.038131833899634
Qualificacao_sem_terra__R_818_1_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,818,135.91144500532087,372.81027597609926,50.038048842020864
Qualificacao_sem_terra__R_818_1_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,820,9.360867057110266,388.2029044072756,50.038035673240344
Qualificacao_sem_terra__R_818_1_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,822,9.353976830238556,390.5732485057181,50.038033726914286
Qualificacao_sem_terra__R_818_1_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,T2F1,137.3509761059459,509.1494788847806,50.03804840261659
Qualificacao_sem_terra__R_818_1_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,T2F,86.9597853610136,1048.7285192733952,50.037869819755024
Qualificacao_sem_terra__R_818_2_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,800,154.3117682891003,12854.134845660035,50.037557498953234
Qualificacao_sem_terra__R_818_2_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,818,17.20274712025422,1075.2803544414835,50.009890331618756
Qualificacao_sem_terra__R_818_2_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,820,7.582188214785472,1205.8480924636885,50.0101751987668
Qualificacao_sem_terra__R_818_2_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,822,7.578972198687435,1227.3064833844765,50.01021749510283
Qualificacao_sem_terra__R_818_2_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,T2F1,252.35326738623493,2009.3608355984093,50.00999229900576
Qualificacao_sem_terra__R_818_2_-_Falta_ABC_py,MRN,com_regulador,sem_aterramento,ABC,T2F,145.36589068636445,2598.0371940219247,50.02647193016049
Qualificacao_sem_terra__R_818_2_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,800,121.72752967192591,5981.188961547413,50.037769687780894
Qualificacao_sem_terra__R_818_2_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,818,19.519409284709653,480.98836411924896,50.02977697933842
Qualificacao_sem_terra__R_818_2_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,820,8.602409982498905,503.87649429108654,50.029892146943446
Qualificacao_sem_terra__R_818_2_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,822,8.597716582383445,507.36702147207086,50.02990928295695
Qualificacao_sem_terra__R_818_2_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,T2F1,215.2580443832412,653.7895950254947,50.02973844301649
Qualificacao_sem_terra__R_818_2_-_Falta_AB_py,MRN,com_regulador,sem_aterramento,AB,T2F,114.44088047735927,1888.901723538518,50.03089578675116
Qualificacao_sem_terra__R_818_2_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,800,128.4851152637793,3746.396773925197,50.03772172169394
Qualificacao_sem_terra__R_818_2_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,818,21.459202333404956,271.9895143096966,50.02840978143449
Qualificacao_sem_terra__R_818_2_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,820,9.471490529731648,267.19879396083354,50.02848737251027
Qualificacao_sem_terra__R_818_2_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,822,9.46432499287095,266.49236618663116,50.02849883047538
Qualificacao_sem_terra__R_818_2_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,T2F1,195.6960555292303,321.510820770968,50.028384645047964
Qualificacao_sem_terra__R_818_2_-_Falta_AC_py,MRN,com_regulador,sem_aterramento,pleno_funcionamento,T2F,123.93824338943672,637.371401505872,50.036063834236884
Qualificacao_sem_terra__R_818_2_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,800,122.25696143107494,5939.222723977912,50.037764837278786
Qualificacao_sem_terra__R_818_2_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,818,19.55258604747079,476.53873979130327,50.02972775804626
Qualificacao_sem_terra__R_818_2_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,820,8.617032434490385,499.2033801633782,50.02984396922137
Qualificacao_sem_terra__R_818_2_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,822,8.61232491309699,502.6624373212499,50.02986126104354
Qualificacao_sem_terra__R_818_2_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,T2F1,215.76280744062984,649.2103999455442,50.02967021036747
Qualificacao_sem_terra__R_818_2_-_Falta_BC_py,MRN,com_regulador,sem_aterramento,BC,T2F,114.94047038545331,1872.575826335055,50.03083518702994
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p01_py,MRN,com_regulador,sem_aterramento,ABC,800,13.503683496629044,137413.67440412517,50.03774376184275
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p01_py,MRN,com_regulador,sem_aterramento,ABC,818,21.294036650776146,4301.307529112469,50.03779229020512
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p01_py,MRN,com_regulador,sem_aterramento,ABC,820,9.399436406011771,6977.0334617777025,50.03779303561971
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p01_py,MRN,com_regulador,sem_aterramento,ABC,822,9.392312336606496,7480.377718340471,50.03779314272917
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p01_py,MRN,com_regulador,sem_aterramento,ABC,T2F1,23.756725190723813,6423.799341098561,50.03779225822487
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p01_py,MRN,com_regulador,sem_aterramento,ABC,T2F,13.256366474105869,6400.910697614106,50.03761932895574
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p50_py,MRN,com_regulador,sem_aterramento,ABC,800,13.50347773060179,137419.43097605664,50.03774376221987
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p50_py,MRN,com_regulador,sem_aterramento,ABC,818,21.293766605014014,4301.294695728821,50.03779225423977
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p50_py,MRN,com_regulador,sem_aterramento,ABC,820,9.39934526661532,6978.0372862127915,50.03779299938701
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p50_py,MRN,com_regulador,sem_aterramento,ABC,822,9.392238814681557,7481.805364547118,50.037793106440645
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p50_py,MRN,com_regulador,sem_aterramento,ABC,T2F1,23.756450524611548,6423.6930817139055,50.037792222271534
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p50_py,MRN,com_regulador,sem_aterramento,ABC,T2F,13.256178859638121,6400.853122894021,50.03761929899151
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p99_py,MRN,com_regulador,sem_aterramento,ABC,800,13.50327919506707,137424.82257822627,50.03774376256152
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p99_py,MRN,com_regulador,sem_aterramento,ABC,818,21.29349805084616,4301.278698882775,50.03779225502616
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p99_py,MRN,com_regulador,sem_aterramento,ABC,820,9.399255096562195,6978.99994709949,50.03779299982697
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p99_py,MRN,com_regulador,sem_aterramento,ABC,822,9.392166261040186,7483.198234175562,50.03779310681675
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p99_py,MRN,com_regulador,sem_aterramento,ABC,T2F1,23.75617698278091,6423.593932062009,50.03779222306869
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_ABC__m10p99_py,MRN,com_regulador,sem_aterramento,ABC,T2F,13.255994789353215,6400.80189587384,50.03761929860752
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p01_py,MRN,com_regulador,sem_aterramento,AB,800,13.503683496629044,137413.67440412517,50.03774376184275
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p01_py,MRN,com_regulador,sem_aterramento,AB,818,21.294036650776146,4301.307529112469,50.03779229020512
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p01_py,MRN,com_regulador,sem_aterramento,AB,820,9.399436406011771,6977.0334617777025,50.03779303561971
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p01_py,MRN,com_regulador,sem_aterramento,AB,822,9.392312336606496,7480.377718340471,50.03779314272917
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p01_py,MRN,com_regulador,sem_aterramento,AB,T2F1,23.756725190723813,6423.799341098561,50.03779225822487
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p01_py,MRN,com_regulador,sem_aterramento,AB,T2F,13.256366474105869,6400.910697614106,50.03761932895574
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p50_py,MRN,com_regulador,sem_aterramento,AB,800,13.50347773060179,137419.43097605664,50.03774376221987
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p50_py,MRN,com_regulador,sem_aterramento,AB,818,21.293766605014014,4301.294695728821,50.03779225423977
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p50_py,MRN,com_regulador,sem_aterramento,AB,820,9.39934526661532,6978.0372862127915,50.03779299938701
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p50_py,MRN,com_regulador,sem_aterramento,AB,822,9.392238814681557,7481.805364547118,50.037793106440645
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p50_py,MRN,com_regulador,sem_aterramento,AB,T2F1,23.756450524611548,6423.6930817139055,50.037792222271534
Qualificacao_sem_terra__R_818_2_Meio_-_Falta_AB__m10p50_py,MRN,com_regulador,sem_aterramento,AB,T2F,13.256178859638121,6400.853122894021,50.03761929899151
