arquivo,tipo_sistema,sem_aterramento,tipo_falta,m1,t_falta,800_I_pico_max,818_I_pico_max,820_I_pico_max,822_I_pico_max,800_I0,800_I1,800_I2,818_I0,818_I1,818_I2,820_I0,820_I1,820_I2,822_I0,822_I1,822_I2
Qualificacao_SR__R_818_1_-_Falta_ABC_py,T2F,False,ABC,0.5,0.25,100.55925074097188,185.9166865222814,10.034703248443606,10.031130172406334,0.009168789499999639,86.47715331785817,5.067565442967878,4.4688311751204434e-13,155.27183074636773,8.959090644222455,1.2106371074985502e-13,6.3818669894507725,0.3087390564402537,1.308314917132297e-13,6.3770335812700845,0.30851610924880557
Qualificacao_SR__R_818_2_-_Falta_ABC_py,T2F,False,ABC,0.5,0.25,151.82700865883703,22.685790854459675,10.034633328104665,10.03106026888251,0.008099638662033847,124.71121515611368,10.643279061572581,1.1801346534801633e-12,10.895779236345613,0.8222746958569753,6.447880348257061e-14,4.808880217874028,0.35359351037955716,1.0585958265706878e-13,4.805238377265586,0.3533342216127961
Qualificacao_SR__R_818_2_Meio_-_Falta_ABC__m10p01_py,T2F,False,ABC,0.01,0.25,13.317318999459456,22.72522246881353,10.03479302716845,10.031216321496988,0.01072781361798521,11.767529634027298,0.08662457746128417,4.2223520054579607e-14,20.090544959639548,0.048196308223633966,2.020592348935626e-14,8.867607393802606,0.02158491338556748,1.590200445633128e-14,8.86087692487877,0.021574652742846024
Qualificacao_SR__R_818_2_Meio_-_Falta_ABC__m10p50_py,T2F,False,ABC,0.5,0.25,13.317266746808842,22.724887151764058,10.034773597934308,10.0312005048978,0.01072781619855614,11.767401645166652,0.08656894351911314,3.7341069555972605e-14,20.090330615795047,0.04811995682091388,1.7349186175370347e-14,8.867534793042916,0.021583348337236567,1.1712136709275758e-14,8.860818092615553,0.021573534008504508
Qualificacao_SR__R_818_2_Meio_-_Falta_ABC__m10p99_py,T2F,False,ABC,0.99,0.25,13.317214970846928,22.724557290829686,10.034754272089442,10.03118479179577,0.01072781873732528,11.767275404407057,0.08651466998592733,4.4801927946562956e-14,20.09011930393309,0.04804565670360462,2.9813938648905443e-14,8.86746373292372,0.02158194703224691,1.9611565896202395e-14,8.860760799752313,0.021572562564641823
Qualificacao_SR__R_820_-_Falta_ABC_py,T2F,False,ABC,0.5,0.25,75.69256130196825,139.9358674360916,10.03467903211047,10.031105961664295,0.009525180998220584,70.19922556731133,1.8926888585153394,1.4437992162781342e-13,125.84774738324522,3.63550007475696,1.0214319992843846e-13,5.297203645591409,0.15541074714242017,9.551589361407667e-14,5.293191045561435,0.15528545325636378
Qualificacao_SR__R_820_Meio_-_Falta_ABC__m10p01_py,T2F,False,ABC,0.01,0.25,100.22762863765682,185.31296410910204,10.034722433208788,10.031145744529624,0.00917317029282134,86.27160051103633,4.965730958374185,1.4509615932696644e-12,154.90009197810343,8.774829233632808,7.84691657283086e-14,6.368162701059333,0.3019822514401298,1.8722689666715245e-13,6.363329612414062,0.3017594532460819
Qualificacao_SR__R_820_Meio_-_Falta_ABC__m10p50_py,T2F,False,ABC,0.5,0.25,86.32491617300963,159.77741623080996,10.034691086168195,10.031118012968886,0.00936560324544483,77.39308219672012,1.001792906954714,1.2710685198998413e-12,138.84833265422807,1.6337806134339197,3.2303059842436227e-14,5.775372445620965,0.048758815289407766,9.391305625735549e-14,5.770997961752751,0.048730644411147966
Qualificacao_SR__R_820_Meio_-_Falta_ABC__m10p99_py,T2F,False,ABC,0.99,0.25,75.8779962360735,140.28434587771102,10.03465994469585,10.03109048682501,0.009522298222165677,70.32819418949616,1.8496972944164576,7.394387472598656e-13,126.08079740018039,3.5575479642473016,7.653194647756942e-14,5.305763283380671,0.15259692938370856,1.7512143075746012e-13,5.301752329030024,0.1524708835827354
Qualificacao_SR__R_822_-_Falta_ABC_py,T2F,False,ABC,0.5,0.1592,71.1360730765869,131.3547278103837,123.81616387953666,123.81114109090836,0.010074740150336372,12.66472122156555,0.8585423880274172,1.2754632448601208e-14,21.73711789995593,1.7373275988856591,1.432144669219779e-14,10.643905445054456,1.892332518851237,9.533850561226496e-15,10.640511457474798,1.8924231680458519
Qualificacao_SR__R_822_Meio_-_Falta_ABC__m10p01_py,T2F,False,ABC,0.01,0.25,75.64466664733534,139.84589481136277,132.70184218522635,10.031121705821318,0.009525906385053998,70.16583369334582,1.9037458010587631,1.546054204516886e-13,125.78742816156158,3.655559884897662,5.825680146286933e-14,119.36072250199209,3.661082567192762,6.486878579773371e-14,5.290581363001593,0.15615343475577542
Qualificacao_SR__R_822_Meio_-_Falta_ABC__m10p50_py,T2F,False,ABC,0.5,0.25,73.33502123824148,135.50390677088905,128.1585417334278,10.031102409633334,0.00956113919554902,68.54567578710743,2.4319516095020495,2.359933869813091e-13,122.8622199049362,4.612441439990644,2.1744878030032883e-13,116.29822102099519,4.668706116174664,1.2898037457442566e-13,5.165101430664425,0.19719617219484872
Qualificacao_SR__R_822_Meio_-_Falta_ABC__m10p99_py,T2F,False,ABC,0.99,0.25,71.17768875030073,131.43347160274675,123.89957590284533,10.031083221918287,0.009594674801417588,67.01114819383058,2.9107492123008702,1.4060051095210069e-13,120.09187355865782,5.4788431056896245,1.6980501346528285e-13,113.39800398492686,5.580275232695075,1.376368518718867e-13,5.046308469039691,0.23433328581641996
