arquivo,tipo_sistema,sem_aterramento,tipo_falta,m1,t_falta,800_I_pico_max,818_I_pico_max,820_I_pico_max,822_I_pico_max,800_I0,800_I1,800_I2,818_I0,818_I1,818_I2,820_I0,820_I1,820_I2,822_I0,822_I1,822_I2
Qualificacao__R_822_Meio_-_Falta_AB__m10p01_py,T2F,False,AB,0.01,0.25,75.39616651072348,115.05966179849072,108.54869410276866,10.348650138154426,0.6201492867859008,44.55300111593087,31.41629439000234,1.6821181157491292e-13,75.97284987618984,55.11887721015849,1.2541744633526952e-13,66.81148736077867,57.68251281378756,6.661338147750939e-15,7.2490116709763965,2.2264316776695363
Qualificacao__R_822_Meio_-_Falta_AB__m10p50_py,T2F,False,AB,0.5,0.25,73.9608976377397,112.86131688200221,106.27459734867611,10.301474752339425,0.6098332532643174,43.81899771918121,30.705400536156255,2.9846554150525365e-13,74.7048756179184,53.877318144461476,1.2754632448601208e-13,65.4795950013701,56.38521911489504,2.9920658588791126e-13,7.179511815419331,2.2490700283629055
Qualificacao__R_822_Meio_-_Falta_AB__m10p99_py,T2F,False,AB,0.99,0.25,72.58348516800808,110.75197903223784,104.09247953392291,10.255729790707889,0.5999356338033487,43.11430753106672,30.02328378223472,2.1733265966293818e-13,73.48749521723394,52.68601580169003,7.121199690787663e-14,64.20130680590992,55.14043660679123,1.5519193598534468e-13,7.11264569103435,2.2712206682256793
Qualificacao_SR__R_818_1_-_Falta_AB_py,T2F,False,AB,0.5,0.25,100.67182439639467,157.52712798697428,10.034759788209968,10.03118669844809,0.009924544622420345,51.53618700375727,39.840987371090336,1.411947327445564e-12,91.94302569819233,72.06239517183782,1.620357055011618e-13,7.687766995868453,1.6228059510470385,2.6215895004193233e-14,7.681941757282699,1.6215659955694175
Qualificacao_SR__R_818_2_-_Falta_AB_py,T2F,False,AB,0.5,0.25,114.3372503453621,22.685877215771797,10.034671718478762,10.03109865642457,0.009671105557211386,83.09971108344874,29.79576952059164,6.178300857180258e-13,14.805198323974363,3.1634679011030364,8.046897027110551e-14,6.5356524984813,1.3866878674663516,3.3019326037712996e-13,6.530702762154215,1.3856400867119436
Qualificacao_SR__R_818_2_Meio_-_Falta_AB__m10p01_py,T2F,False,AB,0.01,0.25,13.317318999459456,22.72522246881353,10.03479302716845,10.031216321496988,0.01072781361798521,11.767529634027298,0.08662457746128417,4.2223520054579607e-14,20.090544959639548,0.048196308223633966,2.020592348935626e-14,8.867607393802606,0.02158491338556748,1.590200445633128e-14,8.86087692487877,0.021574652742846024
Qualificacao_SR__R_818_2_Meio_-_Falta_AB__m10p50_py,T2F,False,AB,0.5,0.25,13.317266746808842,22.724887151764058,10.034773597934308,10.0312005048978,0.01072781619855614,11.767401645166652,0.08656894351911314,3.7341069555972605e-14,20.090330615795047,0.04811995682091388,1.7349186175370347e-14,8.867534793042916,0.021583348337236567,1.1712136709275758e-14,8.860818092615553,0.021573534008504508
Qualificacao_SR__R_818_2_Meio_-_Falta_AB__m10p99_py,T2F,False,AB,0.99,0.25,13.317214970846928,22.724557290829686,10.034754272089442,10.03118479179577,0.01072781873732528,11.767275404407057,0.08651466998592733,4.4801927946562956e-14,20.09011930393309,0.04804565670360462,2.9813938648905443e-14,8.86746373292372,0.02158194703224691,1.9611565896202395e-14,8.860760799752313,0.021572562564641823
Qualificacao_SR__R_820_-_Falta_AB_py,T2F,False,AB,0.5,0.25,75.76501771376122,118.56256476921459,10.034754923877609,10.031181835321114,0.010140952383735958,40.25935747146116,28.570968256541928,4.807145299879294e-13,71.52022843857897,51.648164685782575,2.8572423518001687e-14,6.945328834454091,2.130193930556638,1.2681648009438312e-13,6.9400645781355745,2.12856857584885
Qualificacao_SR__R_820_Meio_-_Falta_AB__m10p01_py,T2F,False,AB,0.01,0.25,83.56425830266525,131.61876066774826,10.189017406524464,10.18085885509712,0.010670334573628926,47.79374016148231,35.74728302646975,7.238086802360633e-13,85.17473461268469,64.95258762853757,1.1097294824693496e-14,7.490293939971156,1.8525159185622158,2.0620813289418245e-14,7.484610656135329,1.8511166746567809
Qualificacao_SR__R_820_Meio_-_Falta_AB__m10p50_py,T2F,False,AB,0.5,0.25,76.86485558759014,121.19454729134776,10.03466946716587,10.031096406752027,0.010675057729126742,44.35444024486391,32.4908907365719,6.829264904515953e-13,78.99635024319538,59.044539399374244,4.212480006704863e-14,7.207227156021901,1.9332609479090603,2.1668848493557394e-13,7.201771080826555,1.9318076083687459
Qualificacao_SR__R_820_Meio_-_Falta_AB__m10p99_py,T2F,False,AB,0.99,0.25,71.16880939748953,112.33880776706972,10.034635235503558,10.031065792203243,0.010679614178628402,41.427427715084136,29.724689121068888,4.280065770701078e-13,73.73798445918484,54.025851274724715,7.14382674923792e-14,6.964203494080813,2.0119843373291806,4.35058867058609e-14,6.958943505708528,2.010478303946863
Qualificacao_SR__R_822_-_Falta_AB_py,T2F,False,AB,0.5,0.1608,71.20151998534487,111.44716461908006,103.75810729696752,103.75162300879872,0.010461742442253456,12.301751468462667,1.6849109907441098,2.2993740646564238e-14,20.760856631335823,3.1180047272242835,2.6281011170174586e-14,9.887047762909127,3.3064396178470545,5.033011044967376e-15,9.882823280783374,3.3066268457032066
Qualificacao_SR__R_822_Meio_-_Falta_AB__m10p01_py,T2F,False,AB,0.01,0.25,71.03390995601077,112.12805702510362,105.68226045091227,10.031096925326482,0.010679721787223553,41.35844755516938,29.658822401812287,8.272730268086063e-14,73.61405675797823,53.90633544287046,1.459257892667112e-13,64.85863824818715,56.23824236484731,2.4278681978712893e-15,6.95303811098498,2.012626253045901
Qualificacao_SR__R_822_Meio_-_Falta_AB__m10p50_py,T2F,False,AB,0.5,0.25,69.66700852924248,109.96911409021396,103.4505965215937,10.031076622049794,0.010680746367061818,40.66552002906567,28.98542610113102,4.591667681496435e-13,72.37051468522974,52.68450141271897,2.0074840847823423e-13,63.5525569875669,54.96398287731944,1.0741085019148344e-13,6.885851924716703,2.0367150047856377
Qualificacao_SR__R_822_Meio_-_Falta_AB__m10p99_py,T2F,False,AB,0.99,0.25,68.35552386170826,107.89823405192908,101.30987267661578,10.031056429869206,0.010681751400370414,40.00048249079613,28.33950174194178,6.78228249894931e-14,71.17694985577,51.51251216904589,1.1229672803977733e-13,62.29944137265786,53.74170362264912,1.1065378762058753e-13,6.821222366652306,2.060283652230814
