Par;Barra;Tipo;Caso A;Legenda_A;Imax_A;I0_Max_A;Unbalance_A(%);H3_A;H5_A;H7_A;THD_A(%);Caso B;Legenda_B;Imax_B;I0_Max_B;Unbalance_B(%);H3_B;H5_B;H7_B;THD_B(%);V_Regime_A;VUF_Max_A(%);V_Regime_B;VUF_Max_B(%)
2;I_800_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;13,980770780390692;0,3101900822845707;4081,0884139392833;2,6556278863587878e-08;3,3186613602132336e-09;1,3826390309559508e-09;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;11,850157319558875;0,01519709765234551;16970,41213706327;1,0971023138143312e-09;1,2515819862601426e-09;1,4033164451102612e-09;0,0;;;;
2;I_T2F_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;13,449408267641644;7,680446957579581e-15;31433,861926872545;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;12,45667911041925;6,181903290846069e-15;81544,0933164859;0,0;0,0;0,0;0,0;;;;
2;I_818_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;21,44038784264221;1,1113080458312805e-14;29364,827190321223;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;20,123344831520036;9,547631128131859e-15;176156,09346433447;0,0;0,0;0,0;0,0;;;;
2;I_820_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;9,449114606075662;4,155392725503936e-15;29941,48770678105;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;8,883185953093458;6,038452124803921e-15;186667,10711964322;0,0;0,0;0,0;0,0;;;;
2;I_822_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;9,445541042401322;4,366877230192282e-15;29568,220004639425;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;8,876469307215867;5,0242958677880805e-15;186751,95274175162;0,0;0,0;0,0;0,0;;;;
2;V_800_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;24833,17038870644;170099,3183906447;24846,052654485702;104517,65182010434
2;V_T2F_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;25604,583159527247;140360,0939182314;24307,448374686508;166281,56462771786
2;V_818_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;13979,132999077923;41389,235792360676;13166,317699800044;23216,360685199725
2;V_820_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;13441,815472913968;57540,03011243862;12661,534508363176;45607,804287489
2;V_822_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;13365,403156375089;37691,61405887821;12589,74928958419;28774,094781265434
3;I_800_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;11,777035906616726;4,681111291435601e-15;155,52300242032163;0,0;0,0;0,0;0,0;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;10,438526104431627;4,443358575835187e-15;162,4598200420707;0,0;0,0;0,0;0,0;;;;
3;I_T2F_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;14,151429660323991;6,14796111959781;100,0;0,03397360249774511;0,0007696925629182128;0,0013049274968884633;553,9250379328486;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;13,892441951548314;6,130128769797739;100,0;0,08179982074877848;0,0021244019313675067;0,0020770166593326485;420,5910183106967;;;;
3;I_818_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;14,178319016553356;6,163537902472066;100,0;0,03403339978001302;0,0007701030652830666;0,0013087012521699653;554,3695242722853;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;13,91979361676059;6,143762740004903;100,0;0,08193574824912869;0,0021264398102423137;0,0020823832450010175;420,5936551729045;;;;
3;I_820_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;10,346904001606655;4,875796540091455;100,0;0,020171206545615307;0,0005416216558670745;0,0013750647838200714;470,3087352473862;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;10,381920722739826;4,892374796588076;100,0;0,054515457623054646;0,0014314119514418522;0,0022850976064132025;353,02406379956716;;;;
3;I_822_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;5,303058225034144;2,500063688325072;100,0;0,010359599021866806;0,0002755155277324536;0,0006938497402812311;473,684909373848;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;5,304120327239483;2,5007063623721835;100,0;0,027867853547179015;0,0007205386789072023;0,0011525091093294952;353,8419186360854;;;;
3;V_800_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;80537,42250384108;241344,19541531935;74459,04775058449;337318,87696877203
3;V_T2F_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;86907,00042321494;100,0;74318,9543166068;100,0
3;V_818_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;86905,76309941126;100,0;74317,69434840503;100,0
3;V_820_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;86879,11556973684;100,0;74289,85225975895;100,0
3;V_822_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;86876,50609924158;100,0;74287,02976932663;100,0
4;I_800_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;13,806436256816;1,13934825455039e-14;3754,468848833838;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;11,849287011908329;1,1258291624675562e-14;16975,965643298536;0,0;0,0;0,0;0,0;;;;
4;I_T2F_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;13,488742787972905;7,108895957933346e-15;21165,963347758214;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;12,456677391094548;6,620091075326062e-15;81541,81396566961;0,0;0,0;0,0;0,0;;;;
4;I_818_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;21,437032364381505;1,1234667099445444e-14;20021,07380058131;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;20,123345852662986;9,76547583684744e-15;176124,87841488942;0,0;0,0;0,0;0,0;;;;
4;I_820_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;9,447540395488328;4,3106909978029495e-15;17514,966889484484;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;8,883186402065883;5,1704564175537895e-15;186585,81421245728;0,0;0,0;0,0;0,0;;;;
4;I_822_raw;Corrente;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;9,443967387536565;3,972054645195637e-15;17563,573876929746;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;8,876469755843331;5,831695305500342e-15;186670,46848457635;0,0;0,0;0,0;0,0;;;;
4;V_800_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;24833,144964213352;174600,78653643976;24846,052148326155;104516,80531201382
4;V_T2F_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;25726,67211537097;29538,957955159425;24307,449619989908;166321,27630129879
4;V_818_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;14018,379764031562;75653,85332338433;13166,315882501307;23217,663635591412
4;V_820_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;13479,593563204702;18979,656063504222;12661,532760786951;45604,80611384393
4;V_822_raw;Tensao;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;13402,9723441531;15875,4235864777;12589,747551921586;28772,117921971243
5;I_800_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;14,024536321753272;6,764979824283872;92,29875836077764;1,1633239400712846e-06;1,7072466864486842e-07;8,63639164264004e-08;0,0;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;13,980770780390692;0,3101900822845707;4081,0884139392833;2,6556278863587878e-08;3,3186613602132336e-09;1,3826390309559508e-09;0,0;;;;
5;I_T2F_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;13,234859264551648;6,2250226149837316;100,0;1,0726993411776897e-06;1,5339492139849235e-07;7,272950374859838e-08;0,0;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;13,449408267641644;7,680446957579581e-15;31433,861926872545;0,0;0,0;0,0;0,0;;;;
5;I_818_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;13,236530669589788;6,226360481654242;100,0;1,0650432105259725e-06;1,4707028892279813e-07;6,773653152772049e-08;0,0;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;21,44038784264221;1,1113080458312805e-14;29364,827190321223;0,0;0,0;0,0;0,0;;;;
5;I_820_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;10,602781558519307;4,997593403677645;100,0;4,964739874586682e-07;5,127997492411688e-08;1,551948243491772e-08;0,0;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;9,449114606075662;4,155392725503936e-15;29941,48770678105;0,0;0,0;0,0;0,0;;;;
5;I_822_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;5,3103234524757115;2,5043399117702183;100,0;2,4857304731384894e-07;2,5557044586447218e-08;7,48971395339472e-09;0,0;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;9,445541042401322;4,366877230192282e-15;29568,220004639425;0,0;0,0;0,0;0,0;;;;
5;V_800_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;13657,685013808456;86218,62570456769;24833,17038870644;170099,3183906447
5;V_T2F_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;14286,785624036738;100,0;25604,583159527247;140360,0939182314
5;V_818_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;14282,657890167337;100,0;13979,132999077923;41389,235792360676
5;V_820_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;14178,582455475189;100,0;13441,815472913968;57540,03011243862
5;V_822_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F;;;;;;;;14165,738648728404;100,0;13365,403156375089;37691,61405887821
6;I_800_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;12,932986482393163;6,2705835687650096;91,80645592411193;1,0507027960117023e-06;1,5533885573743418e-07;7,904390333776248e-08;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;11,850157319558875;0,01519709765234551;16970,41213706327;1,0971023138143312e-09;1,2515819862601426e-09;1,4033164451102612e-09;0,0;;;;
6;I_T2F_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;13,237136027049193;6,225999364773309;100,0;1,0173383912591923e-06;1,2644815327444492e-07;5,2679309208854556e-08;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;12,45667911041925;6,181903290846069e-15;81544,0933164859;0,0;0,0;0,0;0,0;;;;
6;I_818_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;13,238831943532446;6,227291314976787;100,0;1,0169627963427054e-06;1,260446646592314e-07;5,2313362736494575e-08;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;20,123344831520036;9,547631128131859e-15;176156,09346433447;0,0;0,0;0,0;0,0;;;;
6;I_820_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;10,603143301664739;4,99775745548565;100,0;4,838907858980725e-07;4,979899846314991e-08;1,5049162371931793e-08;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;8,883185953093458;6,038452124803921e-15;186667,10711964322;0,0;0,0;0,0;0,0;;;;
6;I_822_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;5,310364381124167;2,504579087194414;100,0;2,422402130134472e-07;2,481849729957092e-08;7,272712462550146e-09;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;8,876469307215867;5,0242958677880805e-15;186751,95274175162;0,0;0,0;0,0;0,0;;;;
6;V_800_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;14346,502704515447;110932,12921193351;24846,052654485702;104517,65182010434
6;V_T2F_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;13933,040077289505;100,0;24307,448374686508;166281,56462771786
6;V_818_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;13928,862415151578;100,0;13166,317699800044;23216,360685199725
6;V_820_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;13823,595608972226;100,0;12661,534508363176;45607,804287489
6;V_822_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);MRT SR;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Com aterramento da subestação | Caso em regime (sem falta);T2F SR;;;;;;;;13810,550293324945;100,0;12589,74928958419;28774,094781265434
7;I_800_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;11,777035906616726;4,681111291435601e-15;155,52300242032163;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;13,806436256816;1,13934825455039e-14;3754,468848833838;0,0;0,0;0,0;0,0;;;;
7;I_T2F_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;14,151429660323991;6,14796111959781;100,0;0,03397360249774511;0,0007696925629182128;0,0013049274968884633;553,9250379328486;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;13,488742787972905;7,108895957933346e-15;21165,963347758214;0,0;0,0;0,0;0,0;;;;
7;I_818_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;14,178319016553356;6,163537902472066;100,0;0,03403339978001302;0,0007701030652830666;0,0013087012521699653;554,3695242722853;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;21,437032364381505;1,1234667099445444e-14;20021,07380058131;0,0;0,0;0,0;0,0;;;;
7;I_820_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;10,346904001606655;4,875796540091455;100,0;0,020171206545615307;0,0005416216558670745;0,0013750647838200714;470,3087352473862;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;9,447540395488328;4,3106909978029495e-15;17514,966889484484;0,0;0,0;0,0;0,0;;;;
7;I_822_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;5,303058225034144;2,500063688325072;100,0;0,010359599021866806;0,0002755155277324536;0,0006938497402812311;473,684909373848;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;9,443967387536565;3,972054645195637e-15;17563,573876929746;0,0;0,0;0,0;0,0;;;;
