frequencia_Hz,magnitude_fase_A,magnitude_fase_B,magnitude_fase_C
1349.3253373313341,1.1113561692169713e-05,3.879618743347909e-06,7.463262228358565e-06
1379.310344827586,1.0627961814429115e-05,3.7032874587828103e-06,7.1348354436071056e-06
1409.295352323838,1.0173346252377299e-05,3.538754040607882e-06,6.827553946737327e-06
1439.2803598200899,9.74712734724387e-06,3.384980190955609e-06,6.53963306045625e-06
1469.2653673163418,9.346982618091696e-06,3.2410400335801212e-06,6.269473171877499e-06
1499.2503748125935,8.97082274231333e-06,3.106105761458302e-06,6.015637094230679e-06
1529.2353823088454,8.61676396686923e-06,2.979435381862196e-06,5.7768306099460535e-06
1559.2203898050973,8.283104256848665e-06,2.8603622107531636e-06,5.551885686448459e-06
1589.2053973013492,7.968302623259674e-06,2.7482858517956367e-06,5.3397459468209455e-06
1619.190404797601,7.670961141274182e-06,2.642664404235963e-06,5.1394540691804585e-06
1649.175412293853,7.389809279024185e-06,2.5430077283147427e-06,4.950140812736549e-06
1679.1604197901047,7.1236901884683724e-06,2.448871598734321e-06,4.771015443031896e-06
1709.1454272863566,6.871548700350255e-06,2.3598526168835783e-06,4.6013573510850155e-06
1739.1304347826085,6.632420760273741e-06,2.2755837696731775e-06,4.440508701441343e-06
1769.1154422788604,6.405424142356042e-06,2.195730545994109e-06,4.287867967650115e-06
1799.1004497751123,6.189750233796214e-06,2.119987527557546e-06,4.142884227719289e-06
1829.0854572713642,5.984656781297682e-06,2.048075391018499e-06,4.005052134362626e-06
1859.070464767616,5.78946144648439e-06,1.979738268945039e-06,3.873907445043198e-06
1889.0554722638678,5.60353609238506e-06,1.91474141257237e-06,3.749023074076664e-06
1919.0404797601198,5.426301687437056e-06,1.8528691270579635e-06,3.630005566023307e-06
1949.0254872563717,5.257223764224317e-06,1.7939229370851323e-06,3.5164919623818865e-06
1979.0104947526236,5.095808363536267e-06,1.7377199574472029e-06,3.4081470029880166e-06
